id,doi_link,manuscript_type,novel_biologging,biologging_context,external_data,device_cat,genus,species,habitat,more_species,biologging_availability,conserv*,note,authors,title,source,year,doi
blum2023,doi.org/10.1186/s40462-023-00378-1,S,Y,W,,L,Ovis ,canadensis nelsoni,T,N,Y,Y,,"Blum, ME; Stewart, KM; Shoemaker, KT; Cox, M; Wakeling, BF; Dilts, TE; Bennett, JR; Bleich, VC",Changes in selection of resources with reproductive state in a montane ungulate,MOVEMENT ECOLOGY,2023,10.1186/s40462-023-00378-1
riaz2020,doi.org/10.3354/meps13519,S,Y,W,,L,Pygoscelis,adeliae ,M,N,N,Y,,"Riaz, J; Bestley, S; Wotherspoon, S; Freyer, J; Emmerson, L","From trips to bouts to dives: temporal patterns in the diving behaviour of chick-rearing Adelie penguins, East Antarctica",MARINE ECOLOGY PROGRESS SERIES,2020,10.3354/meps13519
steyaert2016,doi.org/10.1098/rspb.2016.0906,S,Y,W,,L,Ursus,arctos,T,N,Y,Y,,"Steyaert, SMJG; Leclerc, M; Pelletier, F; Kindberg, J; Brunberg, S; Swenson, JE; Zedrosser, A",Human shields mediate sexual conflict in a top predator,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2016,10.1098/rspb.2016.0906
dunn2022,doi.org/10.1111/1365-2435.14059,S,Y,W,,E,Uria,aalge,M,N,Y,Y,,"Dunn, RE; Green, JA; Wanless, S; Harris, MP; Newell, MA; Bogdanova, MI; Horswill, C; Daunt, F; Matthiopoulos, J",Modelling and mapping how common guillemots balance their energy budgets over a full annual cycle,FUNCTIONAL ECOLOGY,2022,10.1111/1365-2435.14059
palm2022,doi.org/10.1002/eap.2549,S,Y,W,,L,Rangifer,tarandus,T,N,Y,Y,,"Palm, EC; Suitor, MJ; Joly, K; Herriges, JD; Kelly, AP; Hervieux, D; Russell, KLM; Bentzen, TW; Larter, NC; Hebblewhite, M",Increasing fire frequency and severity will increase habitat loss for a boreal forest indicator species,ECOLOGICAL APPLICATIONS,2022,10.1002/eap.2549
kaczensky2008,doi.org/10.2981/0909-6396-14.4.444,S,Y,W,,L,Canis,lupus,T,N,N,Y,,"Kaczensky, P; Enkhsaikhan, N; Ganbaatar, O; Walzer, C",The Great Gobi B Strictly Protected Area in Mongolia - refuge or sink for wolves Canis lupus in the Gobi?,WILDLIFE BIOLOGY,2008,10.2981/0909-6396-14.4.444
piersma2021,doi.org/10.1111/ibi.12964,S,Y,W,,L,Calidris ,canutus piersmai,"M, A",N,Y,Y,,"Piersma, T; Kok, EMA; Hassell, CJ; Peng, HB; Verkuil, YI; Lei, GC; Karagicheva, J; Rakhimberdiev, E; Howey, PW; Tibbitts, TL; Chan, YC",When a typical jumper skips: itineraries and staging habitats used by Red Knots (Calidris canutus piersmai) migrating between northwest Australia and the New Siberian Islands,IBIS,2021,10.1111/ibi.12964
bakermans2022,doi.org/10.5751/ACE-02237-170217,S,Y,W,,L,Antrostomus,vociferus,T,N,N,Y,,"Bakermans, MH; Driscoll, JM; Vitz, AC",Habitat selection and site fidelity on winter home ranges of Eastern Whip-poor-wills (Antrostomus vociferus),AVIAN CONSERVATION AND ECOLOGY,2022,10.5751/ACE-02237-170217
isaksson2019,doi.org/10.1080/00063657.2018.1563044,S,Y,W,,L,Alca,torda,M,N,N,N,,"Isaksson, N; Evans, TJ; Olsson, O; Akesson, S",Foraging behaviour of Razorbills Alca torda during chick-rearing at the largest colony in the Baltic Sea,BIRD STUDY,2019,10.1080/00063657.2018.1563044
dzialak2011b,doi.org/10.1371/journal.pone.0014597,S,Y,W,,L,Cervus,elaphus,T,N,N,Y,,"Dzialak, MR; Harju, SM; Osborn, RG; Wondzell, JJ; Hayden-Wing, LD; Winstead, JB; Webb, SL",Prioritizing Conservation of Ungulate Calving Resources in Multiple-Use Landscapes,PLOS ONE,2011,10.1371/journal.pone.0014597
puckeridge2021,doi.org/10.3354/meps13691,S,Y,W,,I,Platycephalus ,caeruleo- punctatus,M,N,N,N,,"Puckeridge, AC; Becker, A; Taylor, MD; Lowry, MB; McLeod, J; Schilling, HT; Suthers, IM",Foraging behaviour and movements of an ambush predator reveal benthopelagic coupling on artificial reefs,MARINE ECOLOGY PROGRESS SERIES,2021,10.3354/meps13691
chilvers2014,doi.org/10.1080/03014223.2014.908931,S,Y,W,,L,Megadyptes ,antipodes,T,N,N,N,,"Chilvers, BL; Dobbins, ML; Edmonds, HK","Diving behaviour of yellow-eyed penguins, Port Pegasus/Pikihatiti, Stewart Island/Rakiura, New Zealand",NEW ZEALAND JOURNAL OF ZOOLOGY,2014,10.1080/03014223.2014.908931
jakubas2016,doi.org/10.1016/j.jembe.2015.11.010,S,Y,W,,L,Alle ,alle,"M, T",N,N,N,,"Jakubas, D; Iliszko, LM; Strom, H; Darecki, M; Jerstad, K; Stempniewicz, L","Foraging behavior of a high-Arctic zooplanktivorous alcid, the little auk, at the southern edge of its breeding range",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2016,10.1016/j.jembe.2015.11.010
maputla2015,doi.org/10.1016/j.gecco.2015.03.001,S,Y,W,,L,Panthera,pardus,T,Y,N,Y,hard to tell wether the lion data is new or not because I am unable to access one of the citations ,"Maputla, NW; Maruping, NT; Chimimba, CT; Ferreira, SM","Spatio-temporal separation between lions and leopards in the Kruger National Park and the Timbavati Private Nature Reserve, South Africa",GLOBAL ECOLOGY AND CONSERVATION,2015,10.1016/j.gecco.2015.03.001
simon2019,doi.org/10.1111/oik.06166,S,Y,W,,L,Canis,lupus,T,Y,Y,N,,"Simon, RN; Cherry, SG; Fortin, D",Complex tactics in a dynamic large herbivore-carnivore spatiotemporal game,OIKOS,2019,10.1111/oik.06166
jordan2022,doi.org/10.3389/fevo.2022.1028317,S,Y,W,,L,Phoebastria,immutabilis,M,Y,Y,Y,,"Jordan, FD; Shaffer, SA; Conners, MG; Stepanuk, JEF; Gilmour, ME; Clatterbuck, CA; Hazen, EL; Palacios, DM; Tremblay, Y; Antolos, M; Foley, DG; Bograd, SJ; Costa, DP; Thorne, LH",Divergent post-breeding spatial habitat use of Laysan and black-footed albatross,FRONTIERS IN ECOLOGY AND EVOLUTION,2022,10.3389/fevo.2022.1028317
laguna2021b,doi.org/10.1016/j.scitotenv.2021.147124,S,Y,W,,L,Cervus,elaphus,T,N,N,Y,,"Laguna, E; Carpio, AJ; Vicente, J; Barasona, JA; Triguero-Ocana, R; Jimenez-Ruiz, S; Gomez-Manzaneque, A; Acevedo, P","The spatial ecology of red deer under different land use and management scenarios: Protected areas, mixed farms and fenced hunting estates",SCIENCE OF THE TOTAL ENVIRONMENT,2021,10.1016/j.scitotenv.2021.147124
